Fach 1;Lfd. Nr.;Fach 1;Fach 2;Datum / Uhrzeit;Kollisionen;Abstand
;4;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;Kein Datum gef;32;
;5;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Verkehrsinfrastruktur 1.--.622222030.--.222.--.IM;Kein Datum gef;27;
;6;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Mathematik 1.--.622221010.--.222.--.IM;Kein Datum gef;8;
;7;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Einführung in die Informatik.--.622221020.--.222.--.IM;Kein Datum gef;6;
;8;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Energie 1.--.622222040.--.222.--.IM;Kein Datum gef;31;
;9;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Baustoffe u. Geotechnik 2.--.622222020.--.222.--.IM;Kein Datum gef;29;
;10;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Wirtschaftslehre 1.--.622221050.--.222.--.IM;Kein Datum gef;9;
Baubetriebsführung.--.601926050.--.192.--.BB;;;;Kein Datum gef;;
;1;Baubetriebsführung.--.601926050.--.192.--.BB;Lean Construction.--.601927030.--.192.--.BB;Kein Datum gef;4;
;2;Baubetriebsführung.--.601926050.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;Kein Datum gef;4;
;3;Baubetriebsführung.--.601926050.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;Kein Datum gef;2;
;4;Baubetriebsführung.--.601926050.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;Kein Datum gef;2;
;5;Baubetriebsführung.--.601926050.--.192.--.BB;Stahlbetonbau II.--.601926030.--.192.--.BB;Kein Datum gef;1;
;6;Baubetriebsführung.--.601926050.--.192.--.BB;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Kein Datum gef;2;
;7;Baubetriebsführung.--.601926050.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;Kein Datum gef;1;
;8;Baubetriebsführung.--.601926050.--.192.--.BB;Betontechnologie.--.17280.--.192.--.BB;Kein Datum gef;2;
;9;Baubetriebsführung.--.601926050.--.192.--.BB;Schalung und Rüstung.--.17240.--.192.--.BB;Kein Datum gef;17;
;10;Baubetriebsführung.--.601926050.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Kein Datum gef;11;
;11;Baubetriebsführung.--.601926050.--.192.--.BB;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Kein Datum gef;5;
;12;Baubetriebsführung.--.601926050.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;Kein Datum gef;1;
;13;Baubetriebsführung.--.601926050.--.192.--.BB;Abfallwirtschaft/-technik.--.17170.--.192.--.BB;Kein Datum gef;1;
;14;Baubetriebsführung.--.601926050.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;Kein Datum gef;21;
;15;Baubetriebsführung.--.601926050.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;Kein Datum gef;24;
;16;Baubetriebsführung.--.601926050.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;Kein Datum gef;1;
;17;Baubetriebsführung.--.601926050.--.192.--.BB;Verkehrswesen II.--.601924040.--.192.--.BB;Kein Datum gef;1;
;18;Baubetriebsführung.--.601926050.--.192.--.BB;Fremdsprache.--.1927530.--.192.--.AB;Kein Datum gef;1;
;19;Baubetriebsführung.--.601926050.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;Kein Datum gef;1;
;20;Baubetriebsführung.--.601926050.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;Kein Datum gef;1;
;21;Baubetriebsführung.--.601926050.--.192.--.BB;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Kein Datum gef;2;
;22;Baubetriebsführung.--.601926050.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Kein Datum gef;23;
Baubetriebsplanung.--.601924070.--.192.--.BB;;;;Kein Datum gef;;
;1;Baubetriebsplanung.--.601924070.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;Kein Datum gef;4;
;2;Baubetriebsplanung.--.601924070.--.192.--.BB;Mechanik I.--.601921020.--.192.--.BB;Kein Datum gef;1;
;3;Baubetriebsplanung.--.601924070.--.192.--.BB;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Kein Datum gef;1;
;4;Baubetriebsplanung.--.601924070.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;Kein Datum gef;11;
;5;Baubetriebsplanung.--.601924070.--.192.--.BB;Mathematik I.--.601921010.--.192.--.BB;Kein Datum gef;1;
;6;Baubetriebsplanung.--.601924070.--.192.--.BB;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Kein Datum gef;26;
;7;Baubetriebsplanung.--.601924070.--.192.--.BB;Baubetriebsführung.--.601926050.--.192.--.BB;Kein Datum gef;1;
;8;Baubetriebsplanung.--.601924070.--.192.--.BB;Baustoffkunde I und Bauchemie.--.601921030.--.192.--.BB;Kein Datum gef;1;
;9;Baubetriebsplanung.--.601924070.--.192.--.BB;Betontechnologie.--.17280.--.192.--.BB;Kein Datum gef;3;
;10;Baubetriebsplanung.--.601924070.--.192.--.BB;Schalung und Rüstung.--.17240.--.192.--.BB;Kein Datum gef;1;
;11;Baubetriebsplanung.--.601924070.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;Kein Datum gef;19;
;12;Baubetriebsplanung.--.601924070.--.192.--.BB;Mechanik II.--.601922020.--.192.--.BB;Kein Datum gef;1;
;13;Baubetriebsplanung.--.601924070.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;Kein Datum gef;1;
;14;Baubetriebsplanung.--.601924070.--.192.--.BB;Vermessungskunde.--.601921050.--.192.--.BB;Kein Datum gef;1;
;15;Baubetriebsplanung.--.601924070.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;Kein Datum gef;6;
;16;Baubetriebsplanung.--.601924070.--.192.--.BB;Geotechnik I.--.601922040.--.192.--.BB;Kein Datum gef;1;
;17;Baubetriebsplanung.--.601924070.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Kein Datum gef;2;
;18;Baubetriebsplanung.--.601924070.--.192.--.BB;Stahlbau I.--.601923030.--.192.--.BB;Kein Datum gef;2;
;19;Baubetriebsplanung.--.601924070.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;Kein Datum gef;19;
;20;Baubetriebsplanung.--.601924070.--.192.--.BB;Wirtschaft und Management.--.601921070.--.192.--.BB;Kein Datum gef;1;
;21;Baubetriebsplanung.--.601924070.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;Kein Datum gef;24;
;22;Baubetriebsplanung.--.601924070.--.192.--.BB;Geotechnik II.--.601923020.--.192.--.BB;Kein Datum gef;3;
;23;Baubetriebsplanung.--.601924070.--.192.--.BB;Siedlungswasserwirtschaft I.--.601924050.--.192.--.BB;Kein Datum gef;20;
;24;Baubetriebsplanung.--.601924070.--.192.--.BB;Bauphysik.--.601921060.--.192.--.BB;Kein Datum gef;1;
;25;Baubetriebsplanung.--.601924070.--.192.--.BB;Baustoffkunde II.--.601922030.--.192.--.BB;Kein Datum gef;1;
;26;Baubetriebsplanung.--.601924070.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;Kein Datum gef;1;
;27;Baubetriebsplanung.--.601924070.--.192.--.BB;Verkehrswesen II.--.601924040.--.192.--.BB;Kein Datum gef;19;
;28;Baubetriebsplanung.--.601924070.--.192.--.BB;Mathematik II.--.601922010.--.192.--.BB;Kein Datum gef;1;
;29;Baubetriebsplanung.--.601924070.--.192.--.BB;Arbeitsschutz.--.601925011.--.192.--.BB;Kein Datum gef;20;
;30;Baubetriebsplanung.--.601924070.--.192.--.BB;Wasserwesen.--.601923050.--.192.--.BB;Kein Datum gef;2;
Baubetriebswirtschaft I.--.601926040.--.192.--.BB;;;;Kein Datum gef;;
;1;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;Kein Datum gef;5;
;2;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Mechanik I.--.601921020.--.192.--.BB;Kein Datum gef;1;
;3;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Kein Datum gef;1;
;4;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Kein Datum gef;8;
;5;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;Kein Datum gef;2;
;6;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Mathematik I.--.601921010.--.192.--.BB;Kein Datum gef;1;
;7;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Baubetriebsführung.--.601926050.--.192.--.BB;Kein Datum gef;23;
;8;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Baustoffkunde I und Bauchemie.--.601921030.--.192.--.BB;Kein Datum gef;1;
;9;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Betontechnologie.--.17280.--.192.--.BB;Kein Datum gef;2;
;10;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Schalung und Rüstung.--.17240.--.192.--.BB;Kein Datum gef;16;
;11;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Kein Datum gef;11;
;12;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Mechanik II.--.601922020.--.192.--.BB;Kein Datum gef;1;
;13;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;Kein Datum gef;1;
;14;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Abfallwirtschaft/-technik.--.17170.--.192.--.BB;Kein Datum gef;5;
;15;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;Kein Datum gef;20;
;16;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Vermessungskunde.--.601921050.--.192.--.BB;Kein Datum gef;1;
;17;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Fremdsprache.--.1927530.--.192.--.AB;Kein Datum gef;1;
;18;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;Kein Datum gef;2;
;19;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;Kein Datum gef;2;
;20;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Geotechnik I.--.601922040.--.192.--.BB;Kein Datum gef;1;
;21;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Lean Construction.--.601927030.--.192.--.BB;Kein Datum gef;10;
;22;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;Kein Datum gef;1;
;23;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Wirtschaft und Management.--.601921070.--.192.--.BB;Kein Datum gef;1;
;24;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;Kein Datum gef;1;
;25;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Stahlbetonbau II.--.601926030.--.192.--.BB;Kein Datum gef;1;
;26;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Kein Datum gef;15;
;27;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Geotechnik II.--.601923020.--.192.--.BB;Kein Datum gef;1;
;28;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Bauphysik.--.601921060.--.192.--.BB;Kein Datum gef;1;
;29;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;Kein Datum gef;23;
;30;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Baustoffkunde II.--.601922030.--.192.--.BB;Kein Datum gef;1;
;31;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Mathematik II.--.601922010.--.192.--.BB;Kein Datum gef;1;
;32;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;Kein Datum gef;3;
;33;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Verkehrswesen II.--.601924040.--.192.--.BB;Kein Datum gef;1;
;34;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Kein Datum gef;2;
Baubetriebswirtschaft.--.601927020.--.192.--.BB;;;;Kein Datum gef;;
;1;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Baubetriebsführung.--.601926050.--.192.--.BB;Kein Datum gef;2;
;2;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Lean Construction.--.601927030.--.192.--.BB;Kein Datum gef;14;
;3;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Betontechnologie.--.17280.--.192.--.BB;Kein Datum gef;2;
;4;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Kein Datum gef;8;
;5;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Kein Datum gef;12;
;6;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Abfallwirtschaft/-technik.--.17170.--.192.--.BB;Kein Datum gef;8;
;7;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;Kein Datum gef;2;
;8;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;Kein Datum gef;2;
;9;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;Kein Datum gef;2;
;10;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;Kein Datum gef;1;
;11;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;Kein Datum gef;1;
;12;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Kein Datum gef;8;
Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;;;;Kein Datum gef;;
;1;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Arbeitsschutz.--.642014060.--.201.--.WBI;Kein Datum gef;3;
;2;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Baumanagement III.--.642014030.--.201.--.WBI;Kein Datum gef;1;
;3;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Baumanagement 1.--.642012040.--.201.--.WBI;Kein Datum gef;8;
;4;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Architektur und Städtebau.--.642013010.--.201.--.WBI;Kein Datum gef;24;
;5;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Konstruktiver Ingenieurbau.--.642014010.--.201.--.WBI;Kein Datum gef;1;
;6;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Investition und Finanzierung.--.642014040.--.201.--.WBI;Kein Datum gef;2;
;7;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Schlüsselfertigbau.--.642014050.--.201.--.WBI;Kein Datum gef;2;
;8;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Baustatik.--.642013030.--.201.--.WBI;Kein Datum gef;26;
;9;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Baumanagement II.--.642013040.--.201.--.WBI;Kein Datum gef;23;
;10;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Betriebswirtschaft.--.642011050.--.201.--.WBI;Kein Datum gef;1;
;11;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Rechnungswesen.--.642012050.--.201.--.WBI;Kein Datum gef;2;
;12;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Wärmeschutz und Energietechnik I.--.642014020.--.201.--.WBI;Kein Datum gef;1;
;13;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Kein Datum gef;18;
;14;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Immobilenwirtschaft I.--.642013060.--.201.--.WBI;Kein Datum gef;22;
Baumanagement 1.--.2040.--.182.--.WBI;;;;Kein Datum gef;;
;1;Baumanagement 1.--.2040.--.182.--.WBI;Betriebswirtschaft.--.1050.--.182.--.WBI;Kein Datum gef;1;
;2;Baumanagement 1.--.2040.--.182.--.WBI;Volkswirtschaft + Recht 1.--.1040.--.182.--.WBI;Kein Datum gef;1;
;3;Baumanagement 1.--.2040.--.182.--.WBI;Baustoffkunde und Bauphysik.--.1030.--.182.--.WBI;Kein Datum gef;1;
;4;Baumanagement 1.--.2040.--.182.--.WBI;Rechnungswesen.--.2050.--.182.--.WBI;Kein Datum gef;1;
Baumanagement 1.--.642012040.--.201.--.WBI;;;;Kein Datum gef;;
;1;Baumanagement 1.--.642012040.--.201.--.WBI;Baustoffkunde und Bauphysik.--.642011030.--.201.--.WBI;Kein Datum gef;6;
;2;Baumanagement 1.--.642012040.--.201.--.WBI;Baumanagement III.--.642014030.--.201.--.WBI;Kein Datum gef;1;
;3;Baumanagement 1.--.642012040.--.201.--.WBI;Geotechnik und Vermessung.--.642012030.--.201.--.WBI;Kein Datum gef;22;
;4;Baumanagement 1.--.642012040.--.201.--.WBI;Mathematik II.--.642012010.--.201.--.WBI;Kein Datum gef;19;
;5;Baumanagement 1.--.642012040.--.201.--.WBI;Mathematik I.--.642011011.--.201.--.WBI;Kein Datum gef;2;
;6;Baumanagement 1.--.642012040.--.201.--.WBI;Architektur und Städtebau.--.642013010.--.201.--.WBI;Kein Datum gef;7;
;7;Baumanagement 1.--.642012040.--.201.--.WBI;Investition und Finanzierung.--.642014040.--.201.--.WBI;Kein Datum gef;1;
;8;Baumanagement 1.--.642012040.--.201.--.WBI;Mathematik I.--.642011010.--.201.--.WBI;Kein Datum gef;6;
;9;Baumanagement 1.--.642012040.--.201.--.WBI;Mechanik II.--.642012020.--.201.--.WBI;Kein Datum gef;18;
;10;Baumanagement 1.--.642012040.--.201.--.WBI;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Kein Datum gef;4;
;11;Baumanagement 1.--.642012040.--.201.--.WBI;Baustatik.--.642013030.--.201.--.WBI;Kein Datum gef;8;
;12;Baumanagement 1.--.642012040.--.201.--.WBI;Baumanagement II.--.642013040.--.201.--.WBI;Kein Datum gef;6;
;13;Baumanagement 1.--.642012040.--.201.--.WBI;Betriebswirtschaft.--.642011050.--.201.--.WBI;Kein Datum gef;9;
;14;Baumanagement 1.--.642012040.--.201.--.WBI;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Kein Datum gef;8;
;15;Baumanagement 1.--.642012040.--.201.--.WBI;Rechnungswesen.--.642012050.--.201.--.WBI;Kein Datum gef;27;
;16;Baumanagement 1.--.642012040.--.201.--.WBI;Wärmeschutz und Energietechnik I.--.642014020.--.201.--.WBI;Kein Datum gef;1;
;17;Baumanagement 1.--.642012040.--.201.--.WBI;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Kein Datum gef;3;
;18;Baumanagement 1.--.642012040.--.201.--.WBI;Immobilenwirtschaft I.--.642013060.--.201.--.WBI;Kein Datum gef;5;
;19;Baumanagement 1.--.642012040.--.201.--.WBI;Mechanik I.--.642011021.--.201.--.WBI;Kein Datum gef;2;
;20;Baumanagement 1.--.642012040.--.201.--.WBI;Mechanik I.--.642011020.--.201.--.WBI;Kein Datum gef;4;
Baumanagement II.--.642013040.--.201.--.WBI;;;;Kein Datum gef;;
;1;Baumanagement II.--.642013040.--.201.--.WBI;Arbeitsschutz.--.642014060.--.201.--.WBI;Kein Datum gef;2;
;2;Baumanagement II.--.642013040.--.201.--.WBI;Schlüsselfertigbau.--.642014050.--.201.--.WBI;Kein Datum gef;1;
;3;Baumanagement II.--.642013040.--.201.--.WBI;Baustatik.--.642013030.--.201.--.WBI;Kein Datum gef;24;
;4;Baumanagement II.--.642013040.--.201.--.WBI;Baumanagement 1.--.642012040.--.201.--.WBI;Kein Datum gef;6;
;5;Baumanagement II.--.642013040.--.201.--.WBI;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Kein Datum gef;23;
;6;Baumanagement II.--.642013040.--.201.--.WBI;Betriebswirtschaft.--.642011050.--.201.--.WBI;Kein Datum gef;1;
;7;Baumanagement II.--.642013040.--.201.--.WBI;Rechnungswesen.--.642012050.--.201.--.WBI;Kein Datum gef;2;
;8;Baumanagement II.--.642013040.--.201.--.WBI;Architektur und Städtebau.--.642013010.--.201.--.WBI;Kein Datum gef;23;
;9;Baumanagement II.--.642013040.--.201.--.WBI;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Kein Datum gef;18;
;10;Baumanagement II.--.642013040.--.201.--.WBI;Immobilenwirtschaft I.--.642013060.--.201.--.WBI;Kein Datum gef;21;
;11;Baumanagement II.--.642013040.--.201.--.WBI;Investition und Finanzierung.--.642014040.--.201.--.WBI;Kein Datum gef;2;
Baumanagement III.--.642014030.--.201.--.WBI;;;;Kein Datum gef;;
;1;Baumanagement III.--.642014030.--.201.--.WBI;Schlüsselfertigbau.--.642014050.--.201.--.WBI;Kein Datum gef;13;
;2;Baumanagement III.--.642014030.--.201.--.WBI;Arbeitsschutz.--.642014060.--.201.--.WBI;Kein Datum gef;10;
;3;Baumanagement III.--.642014030.--.201.--.WBI;Baustatik.--.642013030.--.201.--.WBI;Kein Datum gef;3;
;4;Baumanagement III.--.642014030.--.201.--.WBI;Baumanagement 1.--.642012040.--.201.--.WBI;Kein Datum gef;1;
;5;Baumanagement III.--.642014030.--.201.--.WBI;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Kein Datum gef;1;
;6;Baumanagement III.--.642014030.--.201.--.WBI;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Kein Datum gef;1;
;7;Baumanagement III.--.642014030.--.201.--.WBI;Konstruktiver Ingenieurbau.--.642014010.--.201.--.WBI;Kein Datum gef;13;
;8;Baumanagement III.--.642014030.--.201.--.WBI;Wärmeschutz und Energietechnik I.--.642014020.--.201.--.WBI;Kein Datum gef;15;
;9;Baumanagement III.--.642014030.--.201.--.WBI;Immobilenwirtschaft I.--.642013060.--.201.--.WBI;Kein Datum gef;2;
;10;Baumanagement III.--.642014030.--.201.--.WBI;Recht III.--.642017010.--.201.--.WBI;Kein Datum gef;1;
;11;Baumanagement III.--.642014030.--.201.--.WBI;Investition und Finanzierung.--.642014040.--.201.--.WBI;Kein Datum gef;12;
;12;Baumanagement III.--.642014030.--.201.--.WBI;Straßenbautechnik.--.16030.--.201.--.WBI;Kein Datum gef;1;
Bauorganisation.--.1924040.--.192.--.AB;;;;Kein Datum gef;;
;1;Bauorganisation.--.1924040.--.192.--.AB;Fremdsprache.--.1926030.--.192.--.AB;Kein Datum gef;12;
;2;Bauorganisation.--.1924040.--.192.--.AB;Recht.--.1925010.--.192.--.AB;Kein Datum gef;17;
;3;Bauorganisation.--.1924040.--.192.--.AB;Grundlagen Darstellung 1.--.1921040.--.192.--.AB;Kein Datum gef;1;
;4;Bauorganisation.--.1924040.--.192.--.AB;Grundlagen Entwerfen 4.--.1924020.--.192.--.AB;Kein Datum gef;20;
;5;Bauorganisation.--.1924040.--.192.--.AB;Grundlagen Entwerfen 3.--.1923020.--.192.--.AB;Kein Datum gef;5;
Bauphysik.--.601921060.--.192.--.BB;;;;Kein Datum gef;;
;1;Bauphysik.--.601921060.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;Kein Datum gef;1;
;2;Bauphysik.--.601921060.--.192.--.BB;Wirtschaft und Management.--.601921070.--.192.--.BB;Kein Datum gef;1;
;3;Bauphysik.--.601921060.--.192.--.BB;Mechanik I.--.601921020.--.192.--.BB;Kein Datum gef;1;
;4;Bauphysik.--.601921060.--.192.--.BB;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Kein Datum gef;2;
;5;Bauphysik.--.601921060.--.192.--.BB;Mathematik I.--.601921010.--.192.--.BB;Kein Datum gef;1;
;6;Bauphysik.--.601921060.--.192.--.BB;Baustoffkunde I und Bauchemie.--.601921030.--.192.--.BB;Kein Datum gef;1;
;7;Bauphysik.--.601921060.--.192.--.BB;Mechanik II.--.601922021.--.192.--.BB;Kein Datum gef;1;
;8;Bauphysik.--.601921060.--.192.--.BB;Geotechnik II.--.601923020.--.192.--.BB;Kein Datum gef;1;
;9;Bauphysik.--.601921060.--.192.--.BB;Mechanik II.--.601922020.--.192.--.BB;Kein Datum gef;1;
;10;Bauphysik.--.601921060.--.192.--.BB;Baustoffkunde II.--.601922030.--.192.--.BB;Kein Datum gef;2;
;11;Bauphysik.--.601921060.--.192.--.BB;Mathematik II.--.601922010.--.192.--.BB;Kein Datum gef;3;
;12;Bauphysik.--.601921060.--.192.--.BB;Vermessungskunde.--.601921050.--.192.--.BB;Kein Datum gef;1;
;13;Bauphysik.--.601921060.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;Kein Datum gef;1;
;14;Bauphysik.--.601921060.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;Kein Datum gef;1;
;15;Bauphysik.--.601921060.--.192.--.BB;Geotechnik I.--.601922040.--.192.--.BB;Kein Datum gef;1;
;16;Bauphysik.--.601921060.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Kein Datum gef;1;
Bauphysik.--.602411060.--.241.--.BB;;;;Kein Datum gef;;
;1;Bauphysik.--.602411060.--.241.--.BB;Mechanik II.--.602412020.--.241.--.BB;Kein Datum gef;6;
;2;Bauphysik.--.602411060.--.241.--.BB;Baustoffkunde II.--.602412030.--.241.--.BB;Kein Datum gef;8;
